,mode
2808,3
60697,3
71736,0
21200,1
16327,3
72821,1
71721,3
67037,1
53266,3
2205,1
80672,3
70536,3
41713,1
41423,0
25323,3
63202,3
16017,0
62473,3
66974,0
76759,3
20143,0
30444,3
22805,3
44711,1
13520,0
45534,0
25947,3
54056,3
53478,1
49741,3
61284,3
72444,1
55812,1
79073,1
61810,3
6677,3
65972,0
12328,3
3540,1
33329,1
58175,1
1522,0
13432,1
59114,1
77053,1
6446,0
30138,3
55034,3
4290,1
26340,3
47119,1
69901,1
65496,1
31029,1
60385,1
22660,1
60783,3
12550,3
55347,3
52079,1
76722,0
59214,3
23223,1
51714,3
37359,3
46529,0
75925,3
14530,3
54777,3
57694,1
49738,3
26013,3
6621,3
33683,1
972,1
19427,0
54014,0
34310,1
32886,0
10548,1
12801,3
22881,3
53424,1
33744,0
57924,3
6728,0
55159,3
63637,1
71585,1
35191,1
37175,3
73139,1
3411,1
3133,3
1187,0
16944,1
78192,3
26127,1
19083,3
32699,1
1144,1
52571,1
13635,3
69118,3
49151,1
31602,3
57905,0
68223,3
28071,1
78932,0
12587,3
68957,3
73632,1
23655,3
81062,1
66286,3
70732,0
19410,3
36234,3
22797,1
77809,0
4723,2
15063,1
41999,1
26709,1
74214,3
42975,0
79407,3
11526,1
61321,1
29152,1
48460,3
58327,3
42129,1
31643,0
48623,1
25402,3
43968,1
15218,3
3717,3
65113,3
17528,3
59422,3
52665,3
53782,1
20751,0
33926,3
59592,0
20778,3
44564,3
40899,3
50678,1
66927,1
46621,1
42262,1
75947,0
80052,3
6331,3
29004,3
41224,3
24122,3
26488,3
43716,0
20266,2
5693,0
36688,0
50313,2
48588,3
62293,1
75383,3
36640,1
17921,3
75523,3
21191,1
48151,3
30312,0
3680,3
64422,1
15730,3
19330,1
27601,3
20556,1
44419,3
23987,1
41274,1
17424,3
8062,1
30209,3
52763,0
51704,3
15405,2
29400,1
26605,1
62235,0
5318,3
60734,1
75896,1
39624,3
78415,1
2660,0
7782,1
21555,3
36973,3
46785,1
58220,1
76211,1
19439,3
27469,1
77111,1
30690,0
21414,1
68170,3
15844,0
12565,3
71806,1
24794,3
38581,3
49277,3
37304,3
3728,0
64116,0
63820,3
2966,3
78330,0
72208,1
47577,1
65969,3
60220,1
30333,3
47743,1
47429,1
24515,1
6030,3
29114,1
67545,3
33511,2
36432,1
16439,1
79823,3
44168,3
49202,3
45799,3
33575,3
66585,3
30702,1
22290,0
44470,0
42109,3
39284,3
66453,3
48263,1
40058,1
44075,3
16515,1
8041,1
54548,1
13071,3
5868,1
73329,1
58544,1
72242,0
7021,0
20325,1
20753,3
79165,1
15478,2
32863,0
39047,3
9796,1
68286,1
71191,0
29478,3
66946,3
40385,1
59912,3
80648,1
16756,1
66870,3
69502,1
1268,1
54641,1
71930,1
50114,3
2977,1
35862,1
27369,3
12952,1
60205,3
79087,3
8988,1
41287,3
19940,3
23192,3
58639,3
79183,0
62713,3
2031,3
58415,3
15900,3
56510,1
43780,3
63222,0
6103,1
40033,3
66735,2
68634,0
80331,0
54895,1
14332,0
73993,3
16215,2
10913,3
26825,1
79024,1
13767,1
4874,1
65765,3
41596,1
41578,0
51773,3
8645,3
76808,3
61739,1
59801,0
32458,3
15600,3
15891,0
1085,0
31672,3
37056,3
40000,3
38468,1
42589,3
53349,1
30280,0
47245,3
3582,3
2121,1
45643,1
76146,3
15687,1
3295,1
39469,0
20785,1
43270,0
67742,3
35171,1
48316,1
22093,3
69209,3
40068,3
41838,0
8126,1
76055,0
38603,1
21830,3
18493,3
49938,1
41837,0
37554,1
70231,1
19329,0
27575,3
33178,1
61667,3
73357,1
55701,1
73814,1
46998,0
73664,3
35533,1
51341,1
34505,3
14679,1
1098,2
35584,0
57193,3
13049,0
16074,1
15321,3
67266,3
69797,3
57728,3
22435,1
11443,3
57025,0
80031,3
53561,3
69966,1
45519,1
59249,3
37353,1
52462,3
448,1
22268,3
52035,3
14587,0
53787,3
65828,1
66665,1
37185,1
57886,0
14418,1
41733,1
58211,3
58191,1
71730,1
30575,3
36809,0
69978,1
12741,3
18038,3
71201,3
62995,0
23266,3
70859,0
26248,3
74625,3
58539,1
51959,0
79555,1
32235,0
10558,1
19923,1
56362,1
10511,0
12621,0
32036,2
72683,1
40743,1
45483,1
78605,1
16319,3
11413,1
14024,1
25582,0
19215,1
37279,3
55684,0
62110,1
63773,1
68734,0
50700,3
48985,1
64920,3
37284,3
78971,3
18631,0
10101,0
11913,0
22741,3
1135,3
59058,3
67472,1
67919,1
36281,3
61684,0
35607,3
11408,0
24717,1
22875,1
37482,3
71462,3
72195,0
13846,1
43558,3
25868,1
45183,1
79711,0
9909,1
41556,1
19084,3
59223,3
57558,3
9934,0
56155,3
65558,1
71954,3
24552,3
68335,0
59892,1
16679,0
7482,3
55160,3
11752,0
189,3
80849,1
48544,3
80675,1
63804,1
14066,3
72884,3
24908,3
27678,1
75295,0
41019,1
6306,0
34716,1
63100,3
51901,0
53711,1
38215,0
6028,1
58507,1
60409,1
2458,1
80177,3
24044,3
48435,1
78745,3
65281,3
69085,0
38155,1
21601,1
55242,1
77321,1
71653,1
2415,3
42231,3
80563,3
20278,3
8861,1
34501,1
56598,3
33327,1
45823,0
66114,3
44830,1
36410,1
19856,3
42974,1
53832,3
49871,1
4536,1
41811,0
18656,3
51298,3
50333,3
46487,1
39004,3
14656,1
41876,3
34234,1
60883,3
34311,1
72608,3
610,3
7946,1
38491,1
6518,1
4553,3
38119,1
66719,3
14986,3
33411,1
17848,1
74191,3
3205,1
59228,3
51000,0
61417,0
38157,1
20703,1
40626,3
31248,1
25059,1
38101,1
74794,1
46321,0
8294,3
67292,3
61325,1
67020,0
24533,1
45900,3
2321,1
39313,1
69151,1
40332,3
5088,3
55775,3
28478,0
24967,1
39038,1
29845,3
45311,3
35291,1
16110,0
70001,3
63900,3
10691,1
56943,3
21179,3
46543,3
33645,0
67304,3
69755,3
29272,1
53095,3
29160,1
73397,3
41890,3
11659,1
8401,1
48865,1
32695,3
55517,3
10559,3
16744,3
74258,3
49774,1
52062,3
21737,0
44023,1
47316,1
2199,0
33400,3
56023,1
22789,1
21462,1
7087,3
54781,3
15221,0
36907,3
11697,0
46217,1
10505,0
12747,1
48702,3
7944,0
18540,3
73460,0
73078,3
61151,3
44035,1
53826,1
37655,3
12935,1
76507,0
54714,3
1069,3
69514,1
23140,0
17906,1
719,1
63265,0
25221,3
36094,3
73336,1
48381,0
66947,1
51334,1
73824,3
13102,3
30180,0
13740,0
79528,3
76871,3
12836,3
45951,1
36940,3
48776,3
21921,1
49600,1
36044,0
9546,0
59488,1
32191,3
51902,3
67491,0
52527,3
75491,3
43910,3
24916,3
54515,1
18260,3
25226,3
43786,3
18165,2
17499,1
71980,3
79132,1
9148,1
21107,1
31093,3
72962,1
53428,1
71273,2
15829,0
77040,3
22282,1
15611,3
69574,1
14965,0
70319,0
23508,3
51827,1
67168,1
72212,3
61351,1
38210,3
48970,1
34528,1
64347,1
67120,3
35011,1
23233,3
59059,3
48241,3
68142,3
47656,3
55269,3
44042,3
64176,1
52712,3
11630,3
73109,1
23440,1
4626,1
1159,1
11782,3
52614,1
58685,3
25280,1
45063,3
59124,1
59160,0
6622,3
81054,1
40832,2
35614,0
18836,1
59575,3
61457,1
36806,1
37631,3
72197,0
78948,3
69710,1
18915,1
54941,3
58770,0
53657,1
35800,3
76320,1
32580,1
65690,3
858,3
18,1
38241,3
58855,3
56165,1
19183,1
35003,3
30509,1
22100,1
2599,3
61988,1
29805,0
31000,1
52320,0
46904,3
32040,3
72720,3
21540,1
19298,0
7702,1
75927,1
64366,2
37873,1
57055,3
64481,0
48063,1
73893,1
25439,0
39611,0
11406,3
71414,3
75883,3
79409,0
24881,3
6444,3
74164,0
25346,3
54841,0
34245,2
55867,1
37097,1
39383,3
58786,3
43602,3
53176,3
973,1
52245,2
10621,1
7018,0
77049,1
44590,3
18588,0
75088,3
68324,1
50900,1
57103,3
40922,3
30929,1
5244,1
55837,0
22854,1
76500,0
76822,0
54599,3
79808,1
72792,0
46972,3
55377,3
40301,1
69843,0
18312,1
67993,1
71686,3
31731,1
27220,0
2315,0
26078,0
12078,3
56982,3
38938,1
40645,1
75727,0
77486,3
24752,1
32799,3
57230,0
4013,1
36114,1
14694,3
25271,3
48359,3
13785,3
74388,1
55618,3
77514,3
7093,3
17404,1
16553,0
34301,3
47487,3
60862,1
49635,3
74066,3
41394,3
15857,3
17091,3
2712,0
20721,1
17130,3
71081,3
49874,3
78506,3
29418,3
8945,0
19560,3
48413,1
17613,3
30066,3
78849,1
49574,3
65611,3
577,1
29295,2
36583,3
26188,3
68846,0
39435,3
74768,3
37682,1
13372,3
7899,3
3947,3
72523,3
13654,3
27860,0
65457,3
20653,1
7529,3
20812,3
51726,3
40429,3
1624,3
44488,1
27782,3
77795,1
63218,3
64911,3
71756,3
75701,0
43308,1
28520,3
78713,1
60466,2
64079,1
36308,3
58134,3
9756,1
8691,3
50728,1
70298,3
61182,1
63550,0
41295,3
74264,0
66638,3
56998,3
55384,1
67898,3
16593,3
78812,1
73466,3
65644,3
29305,1
74831,0
71619,1
72182,3
69612,1
71455,1
34880,3
16080,3
28491,3
56508,1
20035,3
4390,3
75700,0
51,3
60364,1
14887,1
3479,3
18539,3
7458,3
63596,1
3672,0
14227,3
10438,0
42747,3
77672,2
19999,1
2003,1
42290,1
27431,3
36053,0
43010,0
12072,2
13213,0
9136,3
51400,3
38922,3
28038,1
12264,0
79057,1
41303,3
63273,1
47086,1
33924,3
79000,3
9895,0
64438,3
73683,3
6192,3
59237,3
2248,1
41508,3
62355,3
38330,3
21258,3
46258,1
55361,1
15852,3
49183,1
49849,3
55197,0
59045,3
44644,0
78651,3
18538,3
8287,0
29604,1
17341,3
21151,0
7670,1
22452,3
66721,3
53470,3
33762,1
42750,3
58783,3
24690,0
4600,1
17454,1
77243,1
3817,3
7715,3
76103,3
22127,3
49584,1
40426,2
31432,3
66726,3
57170,3
58937,3
23674,0
43860,1
74362,1
26379,3
63793,0
78332,1
52416,0
26871,0
71253,1
31058,2
65230,3
59167,2
51029,3
29870,3
62534,3
55313,3
30030,3
47759,3
17379,1
52540,3
36078,2
78958,3
75410,0
55729,3
4403,3
21513,0
12375,1
23267,3
40928,1
26551,3
75983,3
53242,1
28975,3
11830,0
47507,1
22383,3
38477,0
77351,3
1241,3
33799,1
24691,3
5024,3
43557,3
53942,0
23373,0
2565,1
18882,1
54734,1
22144,3
12920,3
38270,3
66737,1
5995,3
79271,0
74401,1
29530,1
27641,3
9182,1
75584,0
32437,0
2711,3
69130,0
38860,3
1199,1
73587,3
125,3
42205,1
47090,1
32326,0
77551,0
1692,3
42721,3
24244,1
34477,1
47219,3
67608,0
72741,3
73429,3
20553,3
76150,1
59507,3
57955,0
38418,1
4435,1
71550,1
64266,3
79815,3
14823,3
28639,2
70574,1
75014,0
49711,3
50760,0
32228,1
72076,1
73079,0
7838,1
32480,0
3574,1
39113,0
9013,1
52167,0
48426,3
44487,1
74838,0
2988,0
52492,3
53742,0
2689,1
77411,1
68151,3
78450,1
16952,3
65680,3
32882,3
72126,1
56628,3
9529,0
15409,3
51632,0
23618,3
74170,0
22592,3
29513,1
76407,3
63474,1
34527,1
62349,1
77598,1
54681,1
44374,0
30886,1
17070,0
35765,1
40598,1
50786,1
65141,0
25579,1
45192,0
45638,1
42124,1
14800,3
31054,1
24061,3
15098,1
75998,1
68888,3
49633,1
20055,1
72691,3
552,1
64906,3
44838,3
38002,0
17907,1
12227,3
75401,3
68144,3
11193,1
15095,1
65089,0
15935,0
62318,3
74474,1
58765,1
71098,0
45299,2
9888,1
38912,3
33606,1
72449,0
76416,3
27020,0
16533,3
5243,1
46200,0
10905,3
415,3
74777,1
43186,3
48716,3
23258,1
36870,3
59370,0
62714,1
6486,1
34930,1
49455,3
13872,1
8611,1
68780,3
8330,3
8431,2
63830,3
40423,3
78119,3
1432,3
80453,0
10615,3
42305,3
52105,1
65849,3
77897,3
58867,3
20299,2
29607,1
39278,3
76041,0
41675,3
80631,3
37340,3
11160,3
5177,3
27262,1
10466,1
42745,1
1963,3
20760,3
59273,2
5446,1
17469,0
6674,3
23116,3
31545,3
44227,3
62150,1
71789,1
29602,3
52552,3
8955,1
27397,1
4271,1
22219,3
17038,0
62723,1
49542,0
1702,1
40428,3
50997,1
48167,1
79908,3
71581,1
70993,1
41471,0
25513,3
9554,0
76220,1
9454,1
60597,3
64449,1
70676,3
24730,0
17694,3
8104,3
66995,3
40218,3
75610,1
43237,1
60309,1
2472,3
47216,0
4089,3
61985,1
42690,3
46162,1
24248,0
54310,3
46778,3
31693,3
50338,3
43062,3
38384,2
16506,1
40443,3
16444,0
70528,3
80580,1
35324,3
5962,0
24,1
2451,3
59090,0
26626,1
72690,3
75968,0
22378,0
60526,1
75922,3
63122,0
9131,2
52968,0
13162,1
68927,1
45878,0
6141,1
10040,3
52620,1
53884,1
8882,1
71636,3
46586,0
29251,3
77599,1
7307,1
20301,0
62809,0
43518,3
29334,3
77729,0
20221,3
76640,0
21008,3
48990,0
81045,3
37463,3
300,1
21676,1
49901,3
32352,3
80208,3
27491,1
25888,3
79374,3
50530,1
21290,1
57314,3
6781,3
17578,3
11811,3
51481,3
68438,0
18096,1
55014,2
14906,1
6751,3
22064,3
28947,3
71451,1
29091,3
57254,1
73952,3
80216,3
68411,0
3078,1
49766,3
36317,3
3209,3
60701,3
64888,1
17637,1
60967,0
7466,1
51715,3
71353,3
68428,3
50360,3
58630,3
33207,3
53044,3
62941,3
55256,1
10316,3
30351,3
64014,1
21977,3
6891,3
31944,1
28914,1
80159,1
31286,0
12190,3
49571,3
64715,3
6774,3
10295,3
68,1
13175,0
76763,0
31012,0
73464,1
5432,2
17450,1
16192,0
20914,3
35137,3
48208,0
30353,0
7312,0
67117,1
17057,3
27924,3
4279,3
70431,3
69076,1
43632,3
15378,1
44350,3
77167,3
39265,0
19954,0
13582,1
55762,1
33864,3
1982,1
78872,3
45955,3
69236,2
67939,1
29753,1
72352,1
64690,1
69627,0
51410,1
7966,3
12215,3
11624,0
76019,0
68870,3
6798,2
9140,3
48554,1
61010,3
45775,3
46589,0
21285,3
10826,3
14760,1
28634,1
61028,3
71071,1
60805,3
17361,1
4803,1
60549,3
34274,3
3299,1
76680,3
33781,3
46117,2
23119,1
37469,1
77113,3
8149,1
25437,1
56172,0
23385,1
34401,0
47431,3
60304,0
44621,3
18637,1
22480,3
61717,1
65302,3
67499,1
17283,3
79926,1
10148,1
73838,3
40144,3
41048,3
3801,0
61926,1
11687,1
44451,3
60438,3
31843,1
5614,3
71221,0
60964,3
54050,1
66478,3
55710,3
25898,1
64544,3
42817,3
49445,3
64572,3
45706,3
45244,1
49993,1
48629,1
9260,1
49490,1
50325,0
77380,3
76793,2
54453,1
39191,1
19875,3
48276,1
32795,3
29482,3
40315,0
76546,3
72830,0
36498,1
53930,1
69604,3
36226,1
56049,0
45828,3
76772,3
61829,3
44995,3
72554,0
8009,1
51119,0
26571,3
78608,0
77343,0
36079,1
48012,3
32333,0
56193,0
67532,1
38664,1
36288,2
52743,1
64831,3
58764,1
15627,3
34570,3
75836,3
73484,3
52715,3
9127,3
71436,1
28774,3
61489,3
34256,3
47191,1
14847,1
50779,1
11140,3
28512,1
18429,3
55696,1
53100,3
64067,1
56908,3
77035,1
75949,1
40955,3
37547,1
30313,0
31321,3
30941,3
45778,3
16302,2
27607,1
44055,1
16960,0
61415,1
58397,3
36435,1
76377,3
73188,1
26515,3
46434,3
73865,3
55795,3
52147,3
1646,3
70144,1
66722,3
50647,3
32916,3
69982,0
2177,1
12222,0
34603,3
19636,2
70058,1
51039,1
57013,3
55744,3
75603,1
66386,0
54632,1
71512,2
16983,3
68744,0
50362,3
66984,3
27559,3
2438,3
53875,1
53714,0
70539,3
6203,3
33585,1
50553,1
51829,1
55942,1
23089,1
11063,1
66023,1
35160,3
47229,3
32532,0
52750,0
45805,3
47236,3
4373,3
14078,0
77973,1
32800,3
5728,3
46380,3
32503,3
40868,3
3576,3
66439,1
71763,0
51645,3
53668,3
64022,0
13936,3
76023,3
7717,3
19180,3
20995,1
66671,1
75350,3
61693,1
32840,3
42362,2
1461,3
31384,1
80946,3
18460,3
19369,3
50840,3
13408,1
10340,0
53025,1
11369,3
1325,1
47930,1
76702,1
47547,3
18632,1
37221,1
66759,2
58607,2
17464,1
60089,0
71163,3
41129,2
13138,3
31608,1
74495,1
79042,1
72018,1
25760,3
6107,1
57154,3
31261,1
30320,3
78129,1
59670,3
44905,3
51772,0
66338,1
16283,3
5797,3
28402,0
34514,3
41148,0
10372,0
56388,3
18021,3
45485,3
50337,3
1821,0
21017,0
46807,1
53918,1
8774,3
22026,0
27981,1
69986,1
9864,1
78579,0
3497,3
52520,3
19109,3
8956,1
28288,3
22505,0
42094,3
14316,1
62100,2
27793,3
54754,0
66066,1
42872,3
6220,3
21470,3
26710,1
757,3
7806,3
47565,3
68538,0
42873,1
48423,0
9622,3
51761,3
49114,1
6338,3
77659,1
39673,3
39541,1
43839,1
32011,3
2311,0
10249,3
60760,2
72636,1
28401,1
76346,1
48707,3
27839,3
60098,3
12670,1
3572,3
79414,0
37262,2
68833,3
69746,3
55899,3
57268,0
13570,0
64588,1
43388,0
72593,1
27341,3
4487,3
9262,0
33158,3
13394,1
80829,1
54232,0
28502,3
26401,3
40478,1
67469,3
33479,1
30511,3
49876,3
67729,3
30706,0
1865,1
80215,3
44542,1
39501,1
19818,3
30268,3
20960,1
4462,3
2773,1
66739,1
921,3
50546,3
37096,0
46225,3
37827,3
42430,0
7073,3
76878,1
37242,1
56738,2
57563,3
32209,0
33348,3
42692,3
44122,1
63237,1
5938,1
27022,0
42691,3
47561,3
42912,1
32927,3
22027,1
13235,3
37479,3
23641,0
64152,0
25875,1
28704,3
32202,3
32022,3
47735,3
69633,3
36440,1
26196,1
53544,1
69083,0
637,1
65223,1
29404,1
53374,3
41504,3
52890,0
76496,1
49008,1
57926,3
65311,3
60044,1
589,1
74300,0
5900,0
44544,1
66268,0
78486,3
35939,1
79848,3
25407,3
25381,1
70371,1
26534,1
13336,0
70355,1
10910,3
9835,1
41252,1
47646,3
1460,3
37855,1
80766,0
38769,3
70495,1
1694,3
80371,1
26836,0
17332,1
57981,0
6544,3
62851,0
72166,3
78354,1
67579,3
76937,1
51389,3
57298,1
54017,0
49554,0
7832,3
4353,1
4930,0
41191,3
78943,3
61852,3
59607,1
24260,0
47080,1
50734,3
44735,0
56249,1
44938,3
24992,1
5839,3
6490,3
48061,1
1244,1
25357,0
27725,3
26835,0
21961,1
51464,3
53520,3
76408,3
53238,0
56987,3
41477,1
15915,3
15090,3
54203,2
58581,0
8103,3
63103,1
9524,3
44069,0
78047,3
80301,3
59066,3
76409,3
3531,1
7994,0
17465,1
54020,2
63372,0
42230,3
78238,1
29815,2
71205,1
67591,3
7139,1
3042,3
79507,1
72543,1
74261,3
65064,3
53046,3
1354,1
76326,3
59556,3
4934,1
8046,1
58552,3
9684,0
58791,1
79131,3
11135,0
1094,0
48850,0
47878,0
1567,3
69219,1
61518,1
7288,3
27930,3
48534,3
64557,3
60496,2
42427,3
58070,0
38560,3
35069,3
60342,1
56437,2
9442,3
49531,3
67595,3
32399,3
55304,3
20893,3
41887,1
76741,1
41196,3
44917,1
11101,3
23439,1
35271,3
9770,1
58735,1
68815,0
45020,2
76316,1
29433,3
25992,3
60683,1
45310,3
13679,1
61410,3
67031,2
68448,0
28273,0
40309,0
37489,3
80579,1
4318,3
77370,0
3312,0
23354,1
53076,2
80100,1
67599,0
11352,0
76875,3
693,1
24809,3
27106,1
71598,3
77095,3
64723,3
55839,3
68867,0
16076,1
38250,3
57995,1
8195,3
6668,3
55430,3
75996,3
33063,3
52967,1
71539,3
30569,0
16119,1
79569,3
75276,3
36345,0
45874,0
8576,3
28859,0
38653,1
22449,1
22769,3
42,3
80564,3
41057,3
58139,3
13527,3
17833,1
20742,0
69784,3
78139,0
35242,1
28317,3
61902,1
72644,3
43715,0
41965,1
49314,0
65714,0
9432,3
65623,2
69126,1
11565,1
54909,3
51087,1
63652,1
49631,0
71371,3
68332,1
63023,0
10015,3
70885,3
34143,3
60369,1
27482,3
61585,1
35706,1
60666,3
25223,1
79329,3
2106,1
11584,3
10760,3
66683,0
43677,3
50478,3
19693,1
47719,0
50094,3
12872,3
31957,3
23102,0
64042,0
60046,0
1316,1
37124,1
27312,1
69540,0
5818,3
16489,3
1648,3
46235,0
37632,3
9678,0
44185,3
16494,3
67039,3
32121,3
6678,3
41604,1
79658,3
80859,1
42113,2
63090,0
48648,1
58860,3
5305,3
25433,3
72517,2
72831,0
26445,1
22152,1
13510,0
68739,1
44084,1
51044,1
36680,3
35297,3
40122,3
31177,3
63401,0
27881,1
79771,3
39605,3
9734,3
33770,3
77217,1
35094,1
21305,3
1979,0
11255,0
13155,1
62423,0
13487,0
61897,0
78098,3
10847,3
16855,1
15437,2
67284,3
9963,1
445,3
3323,3
42730,3
17230,1
45724,1
50314,2
5849,0
56521,1
527,3
45564,1
17603,1
12247,0
33630,3
69533,3
12552,3
78369,1
73547,0
13079,1
34621,1
29639,1
62278,2
77603,0
79192,3
62399,3
43881,1
66073,3
54504,0
26022,3
36884,0
78733,3
8444,0
61915,3
57300,1
22258,0
68292,0
38071,1
10895,1
22970,3
44200,3
59682,3
63874,0
30996,1
49438,3
21740,1
23694,1
40352,0
6846,1
24146,0
24400,0
20069,3
25575,3
58204,3
65074,1
65667,1
23557,0
48245,0
17238,1
43998,3
43805,3
79403,3
55467,0
62245,1
43030,3
26570,1
79413,0
22184,3
45537,0
41581,3
71642,0
19195,3
19266,1
23371,0
17970,3
28395,1
33427,1
47287,1
30608,3
5830,3
78303,3
78588,1
74295,3
42139,3
61292,0
54587,1
43167,3
46052,1
46390,0
55578,1
53096,3
38549,3
53326,1
41041,0
61072,3
69788,1
41410,2
1071,3
7076,3
23731,1
75721,1
30493,0
34488,3
72557,3
75997,3
42801,3
15493,3
8697,0
59185,3
9958,0
51306,3
20881,3
70900,3
3878,3
37748,1
67662,0
51730,1
78992,3
35391,1
17507,1
42732,3
12901,3
66631,1
79,1
5443,3
26408,3
34247,3
49249,3
49050,3
34710,3
55188,0
26597,0
31275,0
65958,3
55413,1
76130,0
58049,1
47427,3
74175,2
45302,0
26807,1
69990,1
21698,1
1151,1
22097,1
66835,1
11440,3
33539,0
71630,1
9278,0
19377,3
15076,3
46408,3
26578,1
40693,3
16786,3
41773,3
42238,3
7645,3
23117,1
27973,3
56305,1
59183,3
67201,1
64749,0
58434,3
64005,1
9297,3
28668,3
48192,0
24265,3
77651,0
5272,1
22942,1
39585,1
12939,1
48017,1
28688,1
54679,1
10862,0
3405,1
59630,1
44898,2
13181,0
25412,3
67347,3
24182,1
7749,0
36881,1
73611,1
16543,0
2470,3
7163,0
8219,0
50918,3
41908,3
63209,3
59534,3
56977,3
67157,3
7014,1
8951,3
4743,1
62495,2
7101,0
44676,1
17705,3
51884,3
36253,3
51057,1
36775,3
25493,1
18055,1
40376,3
22030,3
70826,0
25972,1
35546,1
19521,3
10052,1
26315,1
67700,1
80803,1
39412,1
57266,0
24232,3
16708,1
43130,0
22778,1
24837,1
22836,3
16128,1
4192,3
80865,1
54435,3
50457,1
21972,1
891,3
11301,1
42320,3
20577,3
42987,3
41209,1
17216,0
80736,1
57371,3
1358,2
5131,1
62758,1
43751,3
58185,1
73405,1
74952,2
40075,0
62624,0
77273,3
37574,3
21078,3
59169,0
65985,3
5364,0
18857,3
63983,3
4539,1
59834,3
51115,1
4858,3
16713,1
70183,3
43025,3
41249,1
72928,1
3376,2
14234,1
31941,3
72029,3
80599,1
26897,1
37377,1
58915,3
19897,0
33500,3
52652,1
19631,1
57849,1
15077,3
58391,1
68082,0
1663,3
37443,3
40364,0
78117,3
11377,1
47199,1
61201,1
24198,0
72462,1
74246,0
65843,3
12084,1
76889,0
35674,3
6092,0
74573,0
21661,1
69943,1
21552,3
59231,3
3090,3
56588,3
43202,3
79290,1
60587,3
44840,0
74589,1
20709,0
2506,1
60200,3
58479,3
25052,3
80346,0
24256,1
20967,1
79390,1
44885,0
56625,0
11304,1
60482,3
34082,1
78901,3
35545,1
1112,1
37672,0
16937,0
76920,3
64367,2
51857,3
69705,1
9458,1
79485,1
17007,3
57467,3
16636,1
63805,0
27868,3
37597,3
71230,0
76523,1
42805,3
38062,2
13423,3
72110,3
49264,3
34103,1
68705,3
67788,1
57935,1
36214,1
77479,1
8566,1
58609,3
62881,3
69016,2
42738,3
25367,0
14732,3
13615,3
41997,1
20115,0
19332,1
4441,3
13300,3
19450,1
34725,3
49948,3
55165,3
60684,2
11171,1
39729,1
68869,3
20270,1
72271,3
73304,3
40285,3
29485,3
22300,3
41770,0
49250,3
36894,3
35779,2
8301,1
22791,1
44296,1
68544,1
41911,0
52955,3
36366,1
76013,3
19178,1
63815,1
57331,1
31578,1
49744,3
16143,0
32879,3
27260,0
72247,3
5380,3
58945,1
79937,1
39612,1
77750,1
61104,3
18225,2
53987,3
3484,1
3415,1
3239,1
169,0
3034,1
23560,1
67475,0
72914,3
75770,1
21637,0
13907,3
11447,3
27410,0
18839,1
47259,3
70662,3
49289,1
54281,1
63175,1
66989,3
80496,3
25358,0
8709,1
70695,1
48122,3
45217,1
68057,1
22568,0
7048,3
25688,3
9754,1
14937,3
38227,3
64874,3
18077,3
74518,3
5171,3
48110,1
44870,0
65214,3
30885,1
36790,3
39632,3
67162,2
42510,1
39695,1
792,2
71773,3
6827,0
62958,3
33514,1
1933,1
50606,3
27277,0
55333,3
50946,3
1333,3
31236,1
48281,1
57255,1
1776,0
79303,0
4629,1
56869,1
25293,3
59204,1
45330,3
29858,3
23684,0
33149,3
18546,2
9868,3
79244,0
60022,0
66013,3
1310,3
16057,1
74344,3
80818,0
50420,3
3824,1
34354,0
8198,3
8039,3
57333,2
49592,3
71741,3
30085,1
3569,3
39305,1
5413,1
9950,1
47972,3
22699,1
11075,1
41559,1
76627,0
57135,1
888,3
63411,1
65391,0
56422,1
7551,3
78690,1
39916,1
77748,0
50629,1
28896,0
31300,3
12417,3
77825,1
3143,3
50393,1
67801,1
10006,0
18065,2
15667,0
34022,3
59261,3
33326,0
40264,3
79428,3
66408,2
76689,1
31558,3
50998,1
40854,1
27848,3
20195,0
40204,3
51337,0
17839,1
4333,3
12930,0
4601,1
59426,1
47717,3
46526,1
11945,0
80348,1
70275,3
77221,0
11969,3
10607,1
7084,3
823,3
17580,1
61794,3
56251,1
56922,1
39116,0
29715,0
45389,1
38733,1
70543,0
45957,1
39042,1
74714,1
51324,1
30029,3
53595,0
32089,1
59538,0
13003,3
50822,1
69073,0
66141,3
9217,0
55329,0
68732,0
3870,3
6577,0
44985,1
67398,0
62968,1
29559,3
39316,1
11164,3
20615,1
62878,3
3476,3
51673,3
6376,1
14999,1
69138,0
18201,1
39727,2
24437,3
14248,0
1658,1
45606,1
76452,3
25966,3
12651,1
79859,0
9241,3
12693,0
19322,0
25063,1
19629,1
74865,1
74854,3
79939,1
25041,1
48216,1
34062,3
17536,1
80183,2
25476,3
78925,1
26547,1
58186,3
20739,0
80985,3
65470,3
43007,3
34961,3
76657,1
74874,3
13448,3
20710,3
23461,1
12873,3
73325,3
16289,1
76884,0
47659,3
5717,3
71399,3
49427,3
2669,1
63594,0
20113,3
72275,3
43199,3
3134,3
57429,3
4838,1
4370,0
6125,1
27256,1
43560,3
32259,1
26804,1
79365,0
16775,1
39599,2
19928,0
66921,3
8469,3
39865,1
14781,1
29075,1
57702,0
3487,3
55097,0
6732,0
16035,2
17667,1
4073,3
32407,3
38930,3
24832,0
76946,0
5833,0
37538,3
23958,3
52494,3
70487,0
58618,3
73098,3
37586,1
49949,3
51330,1
